device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Timestamp,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g-wifid,com-android-chrome,0,4420.0,-65035.9983935743,71.80091124497991,61.62464989485999,56.22054213873025,0.38796600767871486
pixel5g-wifid,com-android-chrome,1,4420.0,-71825.8191318328,71.6835659163987,63.28975588169004,58.50803735284317,0.4046059081832798
pixel5g-wifid,com-android-chrome,2,4420.0,-67048.10133225676,71.67824182478805,60.78133913747999,55.765260395710214,0.38628231689140097
pixel5g-wifid,com-android-chrome,3,4420.0,-66412.17281475541,71.8591720128308,63.03078899883997,57.32605763456896,0.39559766499599036
pixel5g-wifid,com-android-chrome,4,4420.0,-65876.34387672343,71.57934914841849,61.95125557803003,56.09546327940963,0.38933282861313867
pixel5g-wifid,com-android-chrome,5,4420.0,-79641.09146094699,71.53588223391338,66.98093851696004,62.85751707448834,0.4364408259409146
pixel5g-wifid,com-android-chrome,6,4420.0,-72206.77987927565,71.66616418511066,64.78470968111999,59.549650216561346,0.41244511238631787
pixel5g-wifid,com-android-chrome,7,4420.0,-69224.99391727494,71.53742944038929,61.22234668836002,56.29904476018755,0.3906265031062449
pixel5g-wifid,com-android-chrome,8,4420.0,-65755.26991150442,71.6660740144811,58.45803512705001,53.72579861777704,0.37184858161705553
pixel5g-wifid,com-android-chrome,9,4420.0,-64807.62378640777,71.79404935275082,62.65519414622001,56.77695626270174,0.39224691368932035
pixel5g-wifid,com-android-chrome,10,4420.0,-76537.64308681672,71.56358199356913,64.0343584101,60.244575143373204,0.41715131072347267
pixel5g-wifid,com-android-chrome,11,4420.0,-68225.18342719227,72.22334754625906,65.54189686889,60.090545050639584,0.41009039139179404
pixel5g-wifid,com-android-chrome,12,4420.0,-69154.01543460602,71.46070958570267,59.58225271465999,54.81293393090047,0.38030468490658004
pixel5g-wifid,com-android-chrome,13,4420.0,-71617.5074566707,71.65916082224909,63.54778002053004,58.55595565518709,0.4059056956549778
pixel5g-wifid,com-android-chrome,14,4420.0,-71897.29109311741,71.52956356275304,65.36936750382998,60.112211529657884,0.4167224369473683
pixel5g-wifid,com-android-chrome,15,4420.0,-71934.70201612903,71.56483830645162,61.25374295169996,57.20085207277015,0.39607841178225806
pixel5g-wifid,com-android-chrome,16,4420.0,-64752.75831663327,72.2635887775551,64.13922141172,57.87275554870637,0.39643761250501003
pixel5g-wifid,com-android-chrome,17,4420.0,-84621.32981744422,71.44740973630832,70.67579116884,66.31084152452993,0.4598245707586207
pixel5g-wifid,com-android-chrome,18,4420.0,-67462.42695722356,71.48410250201776,61.854628700540005,56.51361119726512,0.3920880507667473
pixel5g-wifid,com-android-chrome,19,4420.0,-68591.66531768515,71.7985261027924,63.34207655763001,57.879122880968026,0.4003563895507891
pixel5g-wifid,com-android-chrome,20,4420.0,-69589.14665592264,71.6971567284448,63.417241855499995,58.03621832601369,0.40177375095890405
pixel5g-wifid,com-android-chrome,21,4420.0,-68519.2122069523,71.62604607922393,61.644603321860004,56.50657684654649,0.3913441755133387
pixel5g-wifid,com-android-chrome,22,4420.0,-67444.9257765228,71.51122670431626,62.38473696065004,56.979633876045455,0.39545847156918107
pixel5g-wifid,com-android-chrome,23,4420.0,-72228.8447929232,71.53694209891435,63.8031288659699,58.911962095655525,0.40844428949738637
pixel5g-wifid,com-android-chrome,24,4420.0,-66156.53354760948,72.07410928083567,62.95037301058999,57.0921110809539,0.3916346735877863
pixel5g-wifid,com-android-chrome,25,4420.0,-71875.52991107518,71.34972554567503,62.67272395020007,58.119168499810186,0.40425663916734034
pixel5g-wifid,com-android-chrome,26,4420.0,-70641.62702265372,71.52211933656957,62.34441575154001,57.576306009803595,0.3986643817799353
pixel5g-wifid,com-android-chrome,27,4420.0,-77231.67323943663,71.60437505030181,65.35414469454,61.295722243879155,0.4248151075895372
pixel5g-wifid,com-android-chrome,28,4420.0,-68898.21477872513,71.44277913114088,63.38891151632002,58.05367738016818,0.40306096825822163
pixel5g-wifid,com-android-chrome,29,4420.0,-65370.61411953469,71.99269314079422,61.85932489528997,56.171194539678176,0.3871392454472523
