device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Timestamp,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g-wifid,com-android-chrome,0,4087.0,-99169.86834986474,61.969002705139765,49.838766243044006,50.44251404092663,0.4053072519458972
pixel5g-wifid,com-android-chrome,1,4087.0,-105058.72613737734,62.51666904549509,53.29582708950449,54.00850672619184,0.42937501372346115
pixel5g-wifid,com-android-chrome,2,4087.0,-103561.29612961297,62.02972727272727,52.02141058367849,52.76931927959946,0.42325501728172815
pixel5g-wifid,com-android-chrome,3,4087.0,-104725.87151841869,62.08597214734951,52.687605530566,53.45988417755636,0.4280146368957772
pixel5g-wifid,com-android-chrome,4,4087.0,-103854.1705357143,62.405814285714285,52.465823276031465,53.2886746136868,0.4244519949794643
pixel5g-wifid,com-android-chrome,5,4087.0,-104640.39695340501,62.36501344086021,53.033479038554,53.581758065949515,0.42766530234856626
pixel5g-wifid,com-android-chrome,6,4087.0,-97236.58400718778,62.3009200359389,49.152201171151,49.72541559452672,0.3974059188373764
pixel5g-wifid,com-android-chrome,7,4087.0,-97703.77737881508,62.291754039497306,49.3252132996425,49.98110292987273,0.3993153381472172
pixel5g-wifid,com-android-chrome,8,4087.0,-102197.42470694319,61.86578268710551,51.25572069317152,52.00753412289262,0.41768087477727683
pixel5g-wifid,com-android-chrome,9,4087.0,-106403.85095320625,64.45977902946274,55.61417367076449,56.297729133893604,0.4348725388457539
pixel5g-wifid,com-android-chrome,10,4087.0,-107576.24100719424,62.030402877697846,54.086180288036516,54.861725687308144,0.43966409699640285
pixel5g-wifid,com-android-chrome,11,4087.0,-100244.13078291815,62.75138078291816,50.90309525887701,51.68296304284704,0.4096977625097864
pixel5g-wifid,com-android-chrome,12,4087.0,-101124.79892280072,62.25711490125674,51.034964463639014,51.70428794911196,0.4132970531974865
pixel5g-wifid,com-android-chrome,13,4087.0,-101323.96495956874,62.14555166217431,50.9882994389035,51.76222415454051,0.4141110447897574
pixel5g-wifid,com-android-chrome,14,4087.0,-101991.24932735426,62.202999103139014,51.45932103723999,52.1489643531282,0.41683823600089687
pixel5g-wifid,com-android-chrome,15,4087.0,-105383.75089928058,62.00967176258992,52.9796545543505,53.74144618132668,0.43070338992535967
pixel5g-wifid,com-android-chrome,16,4087.0,-109965.928,62.740072000000005,56.03252913878548,56.66602639754582,0.44943074773599995
pixel5g-wifid,com-android-chrome,17,4087.0,-99800.75868210151,62.75522439893143,50.81848033433649,51.447439204949205,0.4078857007337488
pixel5g-wifid,com-android-chrome,18,4087.0,-97487.0814479638,61.735140271493215,48.801221040446464,49.44154013572155,0.398429701877828
pixel5g-wifid,com-android-chrome,19,4087.0,-100430.55863921218,62.42300000000001,50.86181620943848,51.497504482739885,0.41045969315846015
pixel5g-wifid,com-android-chrome,20,4087.0,-102035.77448337826,62.117356693620835,51.465646754838474,52.065390277859144,0.41702021031356695
pixel5g-wifid,com-android-chrome,21,4087.0,-101564.3270609319,62.36542293906809,51.32547859005149,52.02780734485091,0.41509340469802863
pixel5g-wifid,com-android-chrome,22,4087.0,-105288.49598572703,62.55480196253345,53.51478153034752,54.13265102501703,0.4303140830936663
pixel5g-wifid,com-android-chrome,23,4087.0,-98600.8677905945,62.96559804791481,50.4312611526795,50.99169829538997,0.40298174666015973
pixel5g-wifid,com-android-chrome,24,4087.0,-99687.38613861386,62.018846084608455,50.20699558381401,50.799047931865424,0.40742234714851483
pixel5g-wifid,com-android-chrome,25,4087.0,-99224.11371841155,61.99358483754512,49.90824703110651,50.50335919076232,0.405528952767148
pixel5g-wifid,com-android-chrome,26,4087.0,-103609.22252252253,61.987460360360366,51.99803745776997,52.75520598493468,0.42345089244954953
pixel5g-wifid,com-android-chrome,27,4087.0,-107504.51119068934,62.4487430617726,54.46336846563399,55.108099802868864,0.43937093723634735
pixel5g-wifid,com-android-chrome,28,4087.0,-112692.56787932564,62.89451286601598,57.47322158174648,58.191288351371654,0.4605745249228039
pixel5g-wifid,com-android-chrome,29,4087.0,-102495.85893980233,62.247858939802335,51.72427420329548,52.387705970400745,0.4189005754869722
