device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Timestamp,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g-wifid,org-mozilla-firefox,0,4407.0,-74370.72774582307,69.10153793481238,46.348749965700016,45.891894416187874,0.3298276860994248
pixel5g-wifid,org-mozilla-firefox,1,4407.0,-69376.13486842105,69.12133717105264,43.135696523263505,42.80643103320842,0.30756607389967106
pixel5g-wifid,org-mozilla-firefox,2,4407.0,-70050.48612622416,69.3626210554951,44.235899135219974,43.41967443002347,0.3108020961047334
pixel5g-wifid,org-mozilla-firefox,3,4407.0,-69999.09370743667,69.34244020702806,43.75710802177652,43.31335704068537,0.3104699843070008
pixel5g-wifid,org-mozilla-firefox,4,4407.0,-69715.65098468271,69.19611050328228,43.455649535707465,43.03983152600636,0.3091142486570022
pixel5g-wifid,org-mozilla-firefox,5,4407.0,-72050.3856946355,69.12841843191197,44.897799210263955,44.41166007723968,0.3192855351103164
pixel5g-wifid,org-mozilla-firefox,6,4407.0,-71342.45403073604,70.1029900242653,45.407584161965985,44.67408817771987,0.31643802984685904
pixel5g-wifid,org-mozilla-firefox,7,4407.0,-84850.14189553043,69.93550915455036,53.06009791377754,53.019774267708605,0.3763417205016156
pixel5g-wifid,org-mozilla-firefox,8,4407.0,-71815.37599124966,69.10571342630571,44.721888404485505,44.30309072998445,0.3186974652009844
pixel5g-wifid,org-mozilla-firefox,9,4407.0,-71424.95452069717,69.37820179738561,44.70509104245599,44.21962598317854,0.3162837134910131
pixel5g-wifid,org-mozilla-firefox,10,4407.0,-86935.71997816594,69.22426310043669,54.083325741763474,53.637945094280084,0.3847303061626637
pixel5g-wifid,org-mozilla-firefox,11,4407.0,-69113.9426903688,71.73961660918015,44.673664271535046,44.236006803550204,0.3064390343496949
pixel5g-wifid,org-mozilla-firefox,12,4407.0,-73944.92399891038,69.27442822119313,46.23286200413401,45.75568502818842,0.32780505386216285
pixel5g-wifid,org-mozilla-firefox,13,4407.0,-67921.30303859842,69.21358855735012,42.39113879147545,41.91827114826876,0.30105049661209965
pixel5g-wifid,org-mozilla-firefox,14,4407.0,-69388.99534756431,69.18344800218937,43.34384128608305,42.860852532934715,0.3078133373522167
pixel5g-wifid,org-mozilla-firefox,15,4407.0,-73321.93901098901,69.0763423076923,45.77415910945803,45.132992464406556,0.32468143665000004
pixel5g-wifid,org-mozilla-firefox,16,4407.0,-69697.75114586142,70.15667349689944,44.478315010662044,43.89956782172003,0.30991357506632516
pixel5g-wifid,org-mozilla-firefox,17,4407.0,-69583.82974079128,69.57924938608458,43.87285842985496,43.18107883314306,0.3088112624840382
pixel5g-wifid,org-mozilla-firefox,18,4407.0,-71819.19361876193,69.19328688301063,44.90713467514948,44.32745292994968,0.3182248803264249
pixel5g-wifid,org-mozilla-firefox,19,4407.0,-70437.57115646258,69.41273714285714,44.15809578897601,43.683740046944074,0.31213819254693875
pixel5g-wifid,org-mozilla-firefox,20,4407.0,-73960.34365661505,69.39593452866069,46.19288040447601,45.86687873828544,0.32797665135207826
pixel5g-wifid,org-mozilla-firefox,21,4407.0,-72643.72944078948,69.25000575657894,45.817749171733524,44.80514167000487,0.32176506427384866
pixel5g-wifid,org-mozilla-firefox,22,4407.0,-72064.92010943912,69.03365170998632,44.88039213537756,44.31750971424382,0.31897787264815325
pixel5g-wifid,org-mozilla-firefox,23,4407.0,-72487.99589827728,69.3915370522286,45.38156476021351,44.87235385170039,0.32153884742001637
pixel5g-wifid,org-mozilla-firefox,24,4407.0,-68924.76475432336,69.26581910513313,43.01277108289198,42.64721052531441,0.3055417399846281
pixel5g-wifid,org-mozilla-firefox,25,4407.0,-67634.29076459304,69.02212578788709,42.307277049784474,41.63270258820954,0.2996710712614415
pixel5g-wifid,org-mozilla-firefox,26,4407.0,-68976.01094990419,69.63044210238161,43.4990971130625,42.82048436370106,0.30586060259786474
pixel5g-wifid,org-mozilla-firefox,27,4407.0,-72757.41991814462,69.27145293315144,45.471850486647,45.11272951725669,0.32364858895497955
pixel5g-wifid,org-mozilla-firefox,28,4407.0,-73613.3769547325,69.11702661179697,46.03004150327703,45.342777592563856,0.3260123637868313
pixel5g-wifid,org-mozilla-firefox,29,4407.0,-78025.41060688901,69.3443608529251,48.55048818151352,48.22910292883035,0.34594904942099514
