device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Timestamp,Energy trapz (J),Energy simple (J),Avg power (W),trail_nr,browser,notification_status,frequency,distribution
pixel5g-wifid,com-android-chrome,0,4219.0,-105316.2091222031,65.02010499139415,57.23387840814004,57.92807163735334,0.4443290862865748,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,1,4219.0,-100889.6329004329,64.67446493506493,54.4901156338,55.20085614812026,0.4256533612069265,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,2,4219.0,-100352.64527320037,64.59290546400693,54.25590379337101,54.85285455298161,0.4233878104076323,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,3,4219.0,-101015.09254498714,65.16507455012854,54.9502230855455,55.76642926495475,0.4261826754473007,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,4,4219.0,-101832.56325823224,64.52321837088388,54.88040765576751,55.63428275695869,0.4296315843864818,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,5,4219.0,-102176.39567099568,64.62516623376624,55.237850045893,55.88765354793675,0.4310822133359308,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,6,4219.0,-103280.90994854204,65.29316723842196,56.40131975011349,57.06915057377756,0.4357421590728988,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,7,4219.0,-105908.51643598617,64.62645069204152,57.27044568355503,57.96029802085496,0.4468280308434256,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,8,4219.0,-102284.47300771208,65.32591516709512,55.83760741863648,56.53883925141693,0.4315381916195374,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,9,4219.0,-101598.01904761903,64.61584588744589,54.853386810799016,55.5751553603904,0.4286420423619048,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,10,4219.0,-108852.77504244482,65.80040407470288,59.95822618406097,60.61225549603768,0.4592498579040747,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,11,4219.0,-96632.19408181027,64.25680069625761,51.8840413146205,52.577083685826565,0.4076912268311575,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,12,4219.0,-101775.94615384616,65.53001794871794,55.75077822796099,56.43079084488876,0.4293927168230769,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,13,4219.0,-103287.94723404256,65.71465106382979,56.68777487688252,57.42862894244876,0.4357718493804255,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,14,4219.0,-98944.7299396031,64.86089473684211,53.57433817747201,54.34419153241608,0.4174478156151855,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,15,4219.0,-105613.67504332756,64.58751733102253,56.751926628242536,57.56055339310748,0.445584095007799,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,16,4219.0,-100731.86276223775,63.98009965034965,53.88274742975848,54.56714943962735,0.4249877289938811,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,17,4219.0,-106384.38434782608,64.22645913043478,57.15959248377199,57.880058794115904,0.4488357175634783,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,18,4219.0,-113474.98817567568,66.19707010135134,62.776967338801015,63.54653193067226,0.4787509751131756,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,19,4219.0,-109297.54184641932,64.88450215703193,59.217041725168514,59.99806892535923,0.4611263290500432,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,20,4219.0,-101875.34857635893,64.75632269197585,54.9949483543685,55.87428299738866,0.4298120956436583,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,21,4219.0,-99538.08732876711,65.40698630136987,54.402734338456,55.09003706430907,0.4199511904400685,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,22,4219.0,-100192.44627383017,64.61876516464471,54.00183420422499,54.77289843720517,0.4227119308292894,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,23,4219.0,-99097.34742180895,66.20362806424346,54.8600352692115,55.50669144006952,0.418091708772612,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,24,4219.0,-97113.17091207887,68.17850780608053,55.30480112695752,56.03746841903639,0.4097204680780608,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,25,4219.0,-99442.72006890611,64.96836434108528,53.947192880475,54.71000730825317,0.4195488359707149,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,26,4219.0,-100219.13778162912,64.53860571923744,53.98549964326151,54.75324128068598,0.4228245423006933,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,27,4219.0,-105495.10263157896,63.79239824561404,56.0178143925605,56.830974939204026,0.4450838380026316,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,28,4219.0,-102813.89328743544,65.08337263339072,55.96603386301649,56.62717546277543,0.4337718157796902,trial5,chrome,off,high,burst
pixel5g-wifid,com-android-chrome,29,4219.0,-99585.50846023687,66.19096869712352,55.15002030460101,55.774659639458726,0.4201512601937395,trial5,chrome,off,high,burst
