device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Timestamp,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g-wifid,com-android-chrome,0,4440.0,-164177.52060555088,65.87323717409589,95.39431647372,96.2197033801183,0.7289481914886461
pixel5g-wifid,com-android-chrome,1,4440.0,-161420.21173469388,65.18699064625851,92.94480647346,93.70569198964135,0.716705740102041
pixel5g-wifid,com-android-chrome,2,4440.0,-176242.13293818798,65.44154445385267,101.7297127335,102.56972786257658,0.7825150702455548
pixel5g-wifid,com-android-chrome,3,4440.0,-171538.24094355517,65.63025779275483,99.32633610479996,100.24571293207887,0.7616297897893851
pixel5g-wifid,com-android-chrome,4,4440.0,-166753.5528317836,65.44542857142855,96.34886180844,97.1260270658255,0.7403857745731193
pixel5g-wifid,com-android-chrome,5,4440.0,-169559.85067114094,66.01478439597315,98.86315960271999,99.6293462947045,0.7528457369798659
pixel5g-wifid,com-android-chrome,6,4440.0,-165842.4098639456,65.1960306122449,95.3821545433801,96.21979599523205,0.7363402997959184
pixel5g-wifid,com-android-chrome,7,4440.0,-170344.2687447346,65.76772788542544,98.70475546986,99.66897674420422,0.7563285532266217
pixel5g-wifid,com-android-chrome,8,4440.0,-162952.61884550084,65.21817147707979,93.84755831574002,94.66182915598625,0.7235096276740238
pixel5g-wifid,com-android-chrome,9,4440.0,-176931.6545914069,65.660799494524,102.44978689632,103.33788121777985,0.7855765463858468
pixel5g-wifid,com-android-chrome,10,4440.0,-167640.70498732038,65.43434319526628,96.58873146756,97.60925646158486,0.7443247301437025
pixel5g-wifid,com-android-chrome,11,4440.0,-164407.39442567568,65.42100506756756,94.95879557280006,95.85147726260627,0.7299688312500001
pixel5g-wifid,com-android-chrome,12,4440.0,-169952.38175675675,65.39744932432433,98.11823598311993,98.9144887653,0.754588575
pixel5g-wifid,com-android-chrome,13,4440.0,-171668.69663865547,65.8580193277311,99.61310239145996,100.55518625901558,0.7622090130756303
pixel5g-wifid,com-android-chrome,14,4440.0,-173274.81101694916,65.1678279661017,99.64258157610007,100.5458349701755,0.7693401609152544
pixel5g-wifid,com-android-chrome,15,4440.0,-153589.02220324508,65.45734244235697,88.41490157502,89.06824605870693,0.6819352585824083
pixel5g-wifid,com-android-chrome,16,4440.0,-170263.77403035414,65.41117284991569,98.45406703146004,99.27640021062761,0.7559711566947724
pixel5g-wifid,com-android-chrome,17,4440.0,-161147.10042194094,65.52904219409284,93.11104443353999,94.04012350604678,0.7154931258734177
pixel5g-wifid,com-android-chrome,18,4440.0,-172996.56731583405,65.32403640982218,99.68525673378,100.58562248991426,0.7681047588823032
pixel5g-wifid,com-android-chrome,19,4440.0,-163758.07451312448,65.31303979678239,94.21487259821996,95.26206109097966,0.7270858508382727
pixel5g-wifid,com-android-chrome,20,4440.0,-176897.19594594595,65.52838006756757,102.14618401866005,103.1229704208,0.7854235500000001
pixel5g-wifid,com-android-chrome,21,4440.0,-167768.88804071248,65.18445207803222,96.60860416830002,97.40306640676674,0.7448938629007635
pixel5g-wifid,com-android-chrome,22,4440.0,-164476.01683501684,65.74799158249158,95.49297968063996,96.30043811623476,0.7302735147474748
pixel5g-wifid,com-android-chrome,23,4440.0,-168767.5245762712,65.34335084745763,97.26873467700005,98.10199676981287,0.749327809118644
pixel5g-wifid,com-android-chrome,24,4440.0,-167301.24852569503,65.73898399326032,96.89924382438,97.85358345183711,0.742817543454086
pixel5g-wifid,com-android-chrome,25,4440.0,-169061.8433530906,65.43207112616426,97.61066818344004,98.4434738518113,0.7506345844877222
pixel5g-wifid,com-android-chrome,26,4440.0,-171599.03468697122,65.43773181049069,99.04213099884001,99.92848079042956,0.7618997140101523
pixel5g-wifid,com-android-chrome,27,4440.0,-169884.6375212224,65.07352801358233,97.70550470753996,98.50545972486255,0.7542877905942276
pixel5g-wifid,com-android-chrome,28,4440.0,-161572.7637595258,65.33188907705335,93.08298564708005,94.01233408357413,0.7173830710922947
pixel5g-wifid,com-android-chrome,29,4440.0,-168241.57022708157,65.71576366694701,97.53528525072002,98.4961995409194,0.7469925718082423
