device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Timestamp,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g-wifid,org-mozilla-firefox,0,4148.0,-72609.0482142857,63.05292053571429,37.606357528278,37.92849343252448,0.3011823319928571
pixel5g-wifid,org-mozilla-firefox,1,4148.0,-72502.55635062612,62.90432826475849,37.548537419725974,37.8199353642289,0.30074060374239714
pixel5g-wifid,org-mozilla-firefox,2,4148.0,-74862.8858162355,63.02462622658341,38.73083709989599,39.08439476478374,0.3105312503657448
pixel5g-wifid,org-mozilla-firefox,3,4148.0,-76935.14171122995,63.056677361853836,39.94726481509001,40.24574016548654,0.3191269678181818
pixel5g-wifid,org-mozilla-firefox,4,4148.0,-74834.93214285714,63.022380357142865,38.71824900252402,39.09960058736033,0.3104152985285714
pixel5g-wifid,org-mozilla-firefox,5,4148.0,-70983.11727842435,63.06905371530886,36.87548436871201,37.12745032449914,0.2944379704709042
pixel5g-wifid,org-mozilla-firefox,6,4148.0,-76563.26964285714,62.937790178571426,39.65382229110997,39.953075617131724,0.3175844424785714
pixel5g-wifid,org-mozilla-firefox,7,4148.0,-73272.37333333334,63.28915466666667,38.16665782439401,38.44519480977664,0.30393380458666663
pixel5g-wifid,org-mozilla-firefox,8,4148.0,-78424.86488888889,63.18257333333332,40.73422501977197,41.07252782005425,0.3253063395591111
pixel5g-wifid,org-mozilla-firefox,9,4148.0,-77584.99197145406,62.95878412132024,40.13445932429599,40.50329843717206,0.3218225466975914
pixel5g-wifid,org-mozilla-firefox,10,4148.0,-71238.4427549195,62.950177101967796,36.90021293618397,37.16052834619959,0.29549706054740604
pixel5g-wifid,org-mozilla-firefox,11,4148.0,-82721.73665480428,63.13982206405694,42.686370022262,43.20689983806861,0.34312976364412806
pixel5g-wifid,org-mozilla-firefox,12,4148.0,-75564.92698130009,62.956788067675866,39.363035407985976,39.58816043401424,0.3142391347426536
pixel5g-wifid,org-mozilla-firefox,13,4148.0,-98986.20017793594,62.89344928825622,51.10439563945599,51.68238342153059,0.4105947583380783
pixel5g-wifid,org-mozilla-firefox,14,4148.0,-78225.64821428571,62.969026785714284,40.49084011388198,40.84262066934571,0.3244799887928571
pixel5g-wifid,org-mozilla-firefox,15,4148.0,-70225.78782453,63.07530170098479,36.38357484479603,36.71997145928503,0.2912965678961504
pixel5g-wifid,org-mozilla-firefox,16,4148.0,-73778.37076648841,63.098542780748666,38.340892567132,38.59408755205891,0.3060326819393939
pixel5g-wifid,org-mozilla-firefox,17,4148.0,-88046.03202846975,63.14326423487545,45.297413770331985,45.97143068000889,0.3652149408540925
pixel5g-wifid,org-mozilla-firefox,18,4148.0,-72446.49288256228,63.19446975088968,37.66452608542201,37.94695483456903,0.30050805247686835
pixel5g-wifid,org-mozilla-firefox,19,4148.0,-71084.52678571429,63.01884732142857,36.92286210088601,37.139211976347276,0.2948586171071428
pixel5g-wifid,org-mozilla-firefox,20,4148.0,-72883.12243074173,62.919034852546915,37.782074840879986,38.031149695430074,0.30231919184271666
pixel5g-wifid,org-mozilla-firefox,21,4148.0,-76492.97061442565,63.18604185218166,39.63002312866599,39.98048456989887,0.3172928421086375
pixel5g-wifid,org-mozilla-firefox,22,4148.0,-76930.24509803922,63.04118003565062,39.90475261225201,40.21669283304333,0.31910665666666665
pixel5g-wifid,org-mozilla-firefox,23,4148.0,-73123.86975914362,62.980072256913466,37.918131082591984,38.168906796371616,0.3033178117609277
pixel5g-wifid,org-mozilla-firefox,24,4148.0,-73057.98394290812,63.091461195361276,37.975280189924,38.20361012994112,0.30304451739518284
pixel5g-wifid,org-mozilla-firefox,25,4148.0,-95333.81996434937,62.81271033868093,49.14454520017,49.74812773374049,0.3954446852121212
pixel5g-wifid,org-mozilla-firefox,26,4148.0,-73272.29133154602,62.919501340482576,37.971061391860005,38.2375652281412,0.30393346444325287
pixel5g-wifid,org-mozilla-firefox,27,4148.0,-75533.95978552279,62.94799731903486,39.14110020000798,39.40749048418127,0.31331486519034846
pixel5g-wifid,org-mozilla-firefox,28,4148.0,-112729.67169476487,62.804992014196976,57.80048560839998,58.830028148425754,0.46760267818988455
pixel5g-wifid,org-mozilla-firefox,29,4148.0,-76160.88423864648,63.005518254674975,39.47199412209398,39.807545232994855,0.31591534782190556
