device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Timestamp,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g-wifid,com-android-chrome,0,4379.0,-100285.83200707339,63.03495313881521,54.866595510178506,55.655885422124605,0.4391516583589743
pixel5g-wifid,com-android-chrome,1,4379.0,-105379.9598572703,62.357845673505786,56.99872612608249,57.85171092270022,0.46145884421498656
pixel5g-wifid,com-android-chrome,2,4379.0,-125515.9106047327,63.12418229623138,68.6191560593065,70.02559211804719,0.5496341725381243
pixel5g-wifid,com-android-chrome,3,4379.0,-110103.83362676056,63.21162676056338,60.501262247787494,61.310482745718375,0.4821446874515844
pixel5g-wifid,com-android-chrome,4,4379.0,-99917.8188277087,62.738853463587915,54.54265491270848,55.24600434355492,0.4375401286465364
pixel5g-wifid,com-android-chrome,5,4379.0,-104379.50847457627,62.59586440677967,56.815451372719004,57.527820417415924,0.45707786761016944
pixel5g-wifid,com-android-chrome,6,4379.0,-103280.72291296626,62.727802841918304,56.29067192513901,57.028517287256186,0.4522662856358792
pixel5g-wifid,com-android-chrome,7,4379.0,-113075.96563876652,63.18046079295154,62.10920374253296,62.9649967028028,0.49515965353215846
pixel5g-wifid,com-android-chrome,8,4379.0,-98425.59481216458,62.44180053667263,53.43233572196,54.10931503869647,0.4310056796824686
pixel5g-wifid,com-android-chrome,9,4379.0,-100154.74464285714,62.44849821428571,54.238454615151475,55.0884199683461,0.4385776267910714
pixel5g-wifid,com-android-chrome,10,4379.0,-108443.0573630137,65.09369434931507,61.28183321640047,62.11850057722704,0.47487214819263696
pixel5g-wifid,com-android-chrome,11,4379.0,-93526.12775330397,63.293697797356835,51.493333498356506,52.1616329874039,0.409550913431718
pixel5g-wifid,com-android-chrome,12,4379.0,-105487.77316857899,63.04593733451014,57.67106578762251,58.536814949041286,0.4619309587052074
pixel5g-wifid,com-android-chrome,13,4379.0,-100285.40106007067,63.11920671378091,55.04601401761445,55.72854512038731,0.4391497712420494
pixel5g-wifid,com-android-chrome,14,4379.0,-104959.49379432623,62.80409574468084,57.2787156507955,58.08325791249505,0.45961762332535466
pixel5g-wifid,com-android-chrome,15,4379.0,-105756.98130008904,62.4863891362422,57.3986481319375,58.23142890675992,0.4631098211130899
pixel5g-wifid,com-android-chrome,16,4379.0,-103632.73226950354,62.97468617021276,56.72196060727701,57.44071400802734,0.453807734608156
pixel5g-wifid,com-android-chrome,17,4379.0,-104324.15371024735,63.12089222614841,57.16638963935,57.98566925703508,0.45683546909717304
pixel5g-wifid,com-android-chrome,18,4379.0,-110321.16814159292,62.94903628318585,60.290118119628005,61.18657394571274,0.48309639529203535
pixel5g-wifid,com-android-chrome,19,4379.0,-99522.47818343723,62.56623686553873,54.079973661260496,54.862243209380175,0.4358089319652716
pixel5g-wifid,com-android-chrome,20,4379.0,-100691.84355555556,62.71949866666667,54.941657978845,55.63737663324522,0.44092958292977774
pixel5g-wifid,com-android-chrome,21,4379.0,-100866.09964726631,63.15372045855379,55.44646783769301,56.11351768644808,0.44169265035537913
pixel5g-wifid,com-android-chrome,22,4379.0,-92740.90362511053,63.073054818744474,50.96749042889799,51.528761802957575,0.4061124169743589
pixel5g-wifid,com-android-chrome,23,4379.0,-112499.81200353045,62.93002559576347,61.45878188025648,62.428397589495916,0.4926366767634598
pixel5g-wifid,com-android-chrome,24,4379.0,-106236.27689594356,63.189335097001766,58.323569207548985,59.1517458861074,0.4652086565273368
pixel5g-wifid,com-android-chrome,25,4379.0,-105347.01154529308,62.792996447602135,57.54834207057451,58.28017538695317,0.4613145635568383
pixel5g-wifid,com-android-chrome,26,4379.0,-96741.12199465717,62.59826714158503,52.648864178189996,53.34510519267576,0.4236293732146037
pixel5g-wifid,com-android-chrome,27,4379.0,-102982.59236234459,62.75147335701598,56.15734238832398,56.904935969876654,0.45096077195470696
pixel5g-wifid,com-android-chrome,28,4379.0,-97251.94982078853,62.299197132616484,52.840911721626,53.36573044880461,0.425866288265233
pixel5g-wifid,com-android-chrome,29,4379.0,-112575.44741532976,62.50915062388592,61.044160002732994,61.940428717948286,0.49296788423172905
