device,subject,run,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Timestamp,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g-wifid,org-mozilla-firefox,0,4252.0,-81958.2877225867,60.107664479850044,41.60015872562401,41.93688218496742,0.3484866393964386
pixel5g-wifid,org-mozilla-firefox,1,4252.0,-72461.17464788732,60.256232863849775,36.75062038424998,37.072107639754734,0.30810491460281686
pixel5g-wifid,org-mozilla-firefox,2,4252.0,-67267.86654135339,60.23943515037593,34.106292374418004,34.42229221710992,0.2860229685338346
pixel5g-wifid,org-mozilla-firefox,3,4252.0,-69690.35714285714,60.20354793233082,35.412797910984,35.644445290758576,0.2963233985714286
pixel5g-wifid,org-mozilla-firefox,4,4252.0,-72160.45966228894,60.17654315196997,36.62977305491799,36.92623530788124,0.30682627448405253
pixel5g-wifid,org-mozilla-firefox,5,4252.0,-70668.08536585367,60.191761726078795,35.88413055262597,36.15654202703614,0.3004806989756097
pixel5g-wifid,org-mozilla-firefox,6,4252.0,-86494.95140186916,60.21010186915888,43.986754648942,44.26742243796639,0.3677765333607476
pixel5g-wifid,org-mozilla-firefox,7,4252.0,-83788.50234741785,60.17102816901408,42.501459311324,42.86090739490074,0.35626871198122056
pixel5g-wifid,org-mozilla-firefox,8,4252.0,-87132.69288389513,60.3083670411985,44.24836616883799,44.64308834572953,0.3704882101423221
pixel5g-wifid,org-mozilla-firefox,9,4252.0,-82914.61459307764,60.11727221702526,42.10309771209397,42.436092432351835,0.35255294124976605
pixel5g-wifid,org-mozilla-firefox,10,4252.0,-67367.67857142857,60.23941729323309,34.209768948622,34.46878484088857,0.28644736928571424
pixel5g-wifid,org-mozilla-firefox,11,4252.0,-65835.22180451128,60.19843045112783,33.42330982729399,33.68666030562907,0.27993136311278194
pixel5g-wifid,org-mozilla-firefox,12,4252.0,-73818.30985915494,60.19841971830986,37.465550796841995,37.76392519039437,0.3138754535211268
pixel5g-wifid,org-mozilla-firefox,13,4252.0,-67480.70958646617,60.24335714285714,34.21428394970401,34.532355907359396,0.2869279771616541
pixel5g-wifid,org-mozilla-firefox,14,4252.0,-66585.47887323944,60.253461971830994,33.792151761326,34.08952205148631,0.2831214561690141
pixel5g-wifid,org-mozilla-firefox,15,4252.0,-80561.96157450796,60.230047797563266,40.98353615816202,41.24501035478656,0.34254946061480784
pixel5g-wifid,org-mozilla-firefox,16,4252.0,-69446.3924882629,60.20229765258216,35.20371273961801,35.53590570814714,0.2952860608600939
pixel5g-wifid,org-mozilla-firefox,17,4252.0,-68976.16525821596,60.2823117370892,35.04941096342199,35.32373797606508,0.29328665467793424
pixel5g-wifid,org-mozilla-firefox,18,4252.0,-87505.52202436738,60.154905342080596,44.38341995104,44.75597471985172,0.3720734796476101
pixel5g-wifid,org-mozilla-firefox,19,4252.0,-71471.38930581613,60.28069324577861,36.29815808671799,36.59762931605615,0.3038963473283302
pixel5g-wifid,org-mozilla-firefox,20,4252.0,-66275.7772556391,60.24033646616542,33.63195384940798,33.916311417048696,0.2818046048909774
pixel5g-wifid,org-mozilla-firefox,21,4252.0,-69072.25845864661,60.18424906015038,35.026906745308,35.32654490969927,0.2936952429661654
pixel5g-wifid,org-mozilla-firefox,22,4252.0,-79058.09925093633,60.05776217228465,40.07879673769801,40.43340028251797,0.33615503801498126
pixel5g-wifid,org-mozilla-firefox,23,4252.0,-69904.01502347417,60.246680751173706,35.539337203502,35.77690872255736,0.2972318718798122
pixel5g-wifid,org-mozilla-firefox,24,4252.0,-71056.80657276996,60.20163849765258,36.079856220623995,36.36056319106555,0.30213354154741784
pixel5g-wifid,org-mozilla-firefox,25,4252.0,-84634.98876404495,60.04679119850187,42.901071130366006,43.28527956716143,0.35986797222471906
pixel5g-wifid,org-mozilla-firefox,26,4252.0,-67647.26547842401,60.27240900562852,34.422960750486,34.64031192819401,0.28763617281425885
pixel5g-wifid,org-mozilla-firefox,27,4252.0,-67834.75984990619,60.22918667917448,34.43222990426398,34.729400259161025,0.2884333988818011
pixel5g-wifid,org-mozilla-firefox,28,4252.0,-70181.68920187793,60.28113427230048,35.60795280538399,35.93304789095555,0.2984125424863849
pixel5g-wifid,org-mozilla-firefox,29,4252.0,-75059.09260991581,60.375041159962585,38.00158378813599,38.438577968465474,0.31915126177736197
